unique_id,OPtreat,noref,OP,age_hhr,qa1p11_hhr,qa1p12_hhr,quartile1,ravtest,digtest,testz,peanutz,othertype,OPpuzzletypeA,weekend,OPtestz,OPtreat1,OPtreat2,OPtreat3,OPtreat4,OPtreat5,OPtreat6,OPtreat7,OPtestzOPtreat1,OPtestzOPtreat2,OPtestzOPtreat3,OPtestzOPtreat4,OPtestzOPtreat5,OPtestzOPtreat6,OPtestzOPtreat7,refage,OPed,OPravtest,OPdigtest,refravtest,refdigtest,OPagegrp,literate_hhr,class5_hhr,class10_hhr,married_hhr,employed_hhr,hhhead_hhr,young_hhr,income,ln_income,antperf_puzzle,wkid,numcorrect,anyrain,sumrefrain,ref,refactualmeantemp,reftestz,refincome,reflnincome,refed_cont,OP_relative_REFrep,OP_coworkers_REFrep,refcode,OPed_cont,missingscore
349,High Stakes Performance Pay,0,1,27,1,2,1,3,8,-.37682226,,0,1,1,-.37682226,0,0,0,1,0,0,0,0,0,0,-.37682226,0,0,0,19,Class 2,3,8,2,15,25,1,1,0,0,1,0,0,2000,7.6014023,,30,2,0,1,1,82,-2.0336821,2200,7.6966672,8,0,0,4,2,
350,High Stakes Performance Pay,1,1,18,1,2,1,2,15,-.56617767,,0,1,1,-.56617767,0,0,0,1,0,0,0,0,0,0,-.56617767,0,0,0,,Class 7,2,15,,,15,1,0,1,0,1,0,1,1200,7.09091,,30,2,0,1,0,,,,,,,,,7,
351,High Stakes Performance Pay,1,1,21,1,2,0,1,8,-1.4419464,,0,1,1,-1.4419464,0,0,0,1,0,0,0,0,0,0,-1.4419464,0,0,0,,Class 9,1,8,,,20,1,0,1,0,1,1,1,2000,7.6014023,,30,,0,1,0,,,,,,,,,9,
352,High Fixed Pay,1,1,22,1,2,1,1,13,-1.1815827,,0,1,1,-1.1815827,1,0,0,0,0,0,0,-1.1815827,0,0,0,0,0,0,,Class 4,1,13,,,20,1,1,0,0,1,0,1,1000,6.9087548,,30,1,0,1,0,,,,,,,,,4,
353,High Fixed Pay,0,1,22,1,2,0,3,16,.072896816,,1,1,1,.072896816,1,0,0,0,0,0,0,.072896816,0,0,0,0,0,0,21,Class 5,3,16,3,11,20,1,1,0,0,1,0,1,1400,7.2449417,2,30,3,0,1,1,84,.30959108,3200,8.0712185,5,0,1,2,5,
354,Low Fixed Pay,0,1,20,2,,0,1,13,1.5640706,,0,1,1,1.5640706,0,1,0,0,0,0,0,0,1.5640706,0,0,0,0,0,24,Class 3,1,13,2,8,20,1,1,0,0,0,0,1,0,0,3,30,4,0,1,1,87,-1.3709382,4000,8.2943001,8,0,0,28,3,
355,High Fixed Pay,0,1,21,1,2,1,2,13,.66463244,,1,1,1,.66463244,1,0,0,0,0,0,0,.66463244,0,0,0,0,0,0,21,Class 6,2,13,2,14,20,1,0,1,0,1,0,1,2000,7.6014023,2,30,3,1,1,1,84,-.35315284,1500,7.3138866,8,0,1,1,6,
356,Pure Effort Task 1,0,1,22,1,3,1,3,9,,-.70241249,,1,1,,0,0,0,0,0,1,0,,,,,,,,22,Class 6,3,9,3,15,20,1,0,1,0,1,0,1,3200,8.0712185,,30,,1,1,1,87,.87765729,800,6.6858611,6,0,0,1,6,
357,High Stakes Performance Pay,0,1,21,2,,1,3,18,1.5640706,,0,1,1,1.5640706,0,0,0,1,0,0,0,0,0,0,1.5640706,0,0,0,21,Class 8,3,18,3,16,20,1,0,1,0,0,0,1,0,0,4,30,4,1,1,1,87,.30959108,1800,7.4960976,9,0,0,10,8,
358,High Stakes Performance Pay,1,1,25,1,1,1,2,13,-1.0158968,,0,1,1,-1.0158968,0,0,0,1,0,0,0,0,0,0,-1.0158968,0,0,0,,Class 6,2,13,,,25,1,0,1,0,1,0,0,1500,7.3138866,,30,2,1,1,0,,,,,,,,,6,
359,Low Stakes Performance Pay,1,1,28,1,2,0,2,10,.16757452,,0,1,1,.16757452,0,0,0,0,1,0,0,0,0,0,0,.16757452,0,0,,Class 5,2,10,,,25,1,1,0,0,1,0,0,2000,7.6014023,,30,4,1,1,0,,,,,,,,,5,
360,Pure Effort Task 1,0,1,24,1,1,1,0,8,,-.6211493,,1,1,,0,0,0,0,0,1,0,,,,,,,,26,Never attended school,0,8,0,10,20,0,0,0,0,1,1,1,2000,7.6014023,,30,,1,1,1,87,-.61351651,2000,7.6014023,7,0,0,1,0,
361,High Stakes Performance Pay,0,1,22,1,1,1,3,13,.7356407,,1,1,1,.7356407,0,0,0,1,0,0,0,0,0,0,.7356407,0,0,0,21,Class 7,3,13,1,12,20,1,0,1,0,1,0,1,900,6.8035054,,30,4,1,1,1,84,.40426877,2000,7.6014023,8,0,0,2,7,
362,High Fixed Pay,0,1,21,1,2,1,2,9,-.63718593,,0,1,1,-.63718593,1,0,0,0,0,0,0,-.63718593,0,0,0,0,0,0,22,Class 4,2,9,2,14,20,1,1,0,0,1,0,1,1200,7.09091,,30,2,1,1,1,82,-1.7259796,1500,7.3138866,,0,0,1,4,
363,High Fixed Pay,0,1,33,1,2,0,3,10,1.2090292,,1,1,1,1.2090292,1,0,0,0,0,0,0,1.2090292,0,0,0,0,0,0,26,Class 8,3,10,0,11,30,1,0,1,0,1,0,0,1800,7.4960976,,30,4,1,1,1,84,-.87388021,1200,7.09091,5,0,0,1,8,
364,Pure Effort Task 2,0,1,28,1,1,1,2,10,,-.45862299,,1,1,,0,0,0,0,0,0,1,,,,,,,,25,Class 8,2,10,2,12,25,1,0,1,1,1,1,0,2000,7.6014023,,30,,1,1,1,82,1.0906821,0,0,7,0,0,99,8,
365,Low Stakes Performance Pay,0,1,36,1,1,0,1,9,-1.418277,,0,1,1,-1.418277,0,0,0,0,1,0,0,0,0,0,0,-1.418277,0,0,26,Class 5,1,9,2,18,35,1,1,0,1,1,1,0,3000,8.0067005,4,30,1,1,1,1,87,-1.1815827,7500,8.9227915,8,1,0,23,5,
366,High Stakes Performance Pay,0,1,26,1,2,1,1,9,-1.3472687,,0,1,1,-1.3472687,0,0,0,1,0,0,0,0,0,0,-1.3472687,0,0,0,31,Class 8,1,9,1,12,25,1,0,1,0,1,0,0,1200,7.09091,4,30,1,1,1,1,87,-2.0336821,2000,7.6014023,8,0,0,2,8,
367,Low Stakes Performance Pay,0,1,22,1,4,0,2,12,.26225221,,0,1,1,.26225221,0,0,0,0,1,0,0,0,0,0,0,.26225221,0,0,35,Class 6,2,12,1,15,20,1,0,1,0,1,0,1,1200,7.09091,,30,3,0,1,1,82,.33326051,1400,7.2449417,5,0,0,19,6,
368,Pure Effort Task 2,1,1,21,1,2,0,3,13,,-1.2712545,,1,1,,0,0,0,0,0,0,1,,,,,,,,,Class 4,3,13,,,20,1,1,0,0,1,0,1,3200,8.0712185,,30,,0,1,0,,,,,,,,,4,
369,Low Stakes Performance Pay,0,1,24,1,5,0,2,14,1.4220541,,0,1,1,1.4220541,0,0,0,0,1,0,0,0,0,0,0,1.4220541,0,0,31,Class 3,2,14,0,9,20,1,1,0,0,1,0,1,1200,7.09091,,30,4,0,1,1,82,-.73186368,1500,7.3138866,3,0,1,2,3,
370,High Fixed Pay,0,1,21,1,2,0,2,10,-.47149998,,1,1,1,-.47149998,1,0,0,0,0,0,0,-.47149998,0,0,0,0,0,0,21,Never attended school,2,10,3,13,20,0,0,0,0,1,0,1,3200,8.0712185,4,30,3,0,1,1,84,1.4930624,1000,6.9087548,0,0,0,9,0,
371,Very Low Fixed Pay,0,1,21,1,2,1,1,14,.49894649,,0,1,1,.49894649,0,0,1,0,0,0,0,0,0,.49894649,0,0,0,0,21,Class 10,1,14,2,14,20,1,0,1,0,1,0,1,1200,7.09091,4,30,3,0,1,1,82,-2.0336821,800,6.6858611,9,0,0,2,10,
372,Low Fixed Pay,0,1,20,2,,0,3,24,1.4220541,,1,1,1,1.4220541,0,1,0,0,0,0,0,0,1.4220541,0,0,0,0,0,20,Class 12,3,24,3,20,20,1,0,0,0,0,0,1,0,0,,30,4,0,1,1,84,-.23480572,0,0,13,0,0,11,12,
373,Pure Effort Task 2,0,1,20,1,1,1,2,11,,-.53988618,,1,1,,0,0,0,0,0,0,1,,,,,,,,20,Class 3,2,11,3,11,20,1,1,0,0,1,1,1,800,6.6858611,,30,,0,1,1,84,.87765729,2700,7.9013772,10,0,0,1,3,
374,High Stakes Performance Pay,0,1,21,2,,0,3,13,1.4930624,,0,1,1,1.4930624,0,0,0,1,0,0,0,0,0,0,1.4930624,0,0,0,20,Class 11,3,13,3,12,20,1,0,0,0,0,0,1,0,0,4,30,4,0,1,1,87,-1.2289215,0,0,8,1,0,11,11,
375,High Stakes Performance Pay,0,1,23,2,,0,2,9,.54628533,,0,1,1,.54628533,0,0,0,1,0,0,0,0,0,0,.54628533,0,0,0,22,Class 11,2,9,3,9,20,1,0,0,0,0,0,1,0,0,4,30,3,0,1,1,87,.35692993,0,0,13,0,0,99,11,
376,Low Fixed Pay,0,1,22,1,2,0,3,16,.9960044,,1,1,1,.9960044,0,1,0,0,0,0,0,0,.9960044,0,0,0,0,0,25,Class 12,3,16,3,9,20,1,0,0,0,1,0,1,3000,8.0067005,4,30,4,1,1,1,84,-.42416111,0,0,13,0,1,99,12,
377,Pure Effort Task 2,1,1,21,1,4,0,1,16,,-.78367561,,1,1,,0,0,0,0,0,0,1,,,,,,,,,Class 12,1,16,,,20,1,0,0,0,1,0,1,3000,8.0067005,,30,,1,1,0,,,,,,,,,12,
378,Low Stakes Performance Pay,0,1,23,1,2,0,2,18,1.256368,,1,1,1,1.256368,0,0,0,0,1,0,0,0,0,0,0,1.256368,0,0,19,Graduate and above,2,18,3,12,20,1,0,0,0,1,0,1,1200,7.09091,,30,4,1,1,1,84,-.80287194,2000,7.6014023,9,0,0,1,13,
379,Low Stakes Performance Pay,1,1,36,1,1,0,1,14,-.305814,,0,1,1,-.305814,0,0,0,0,1,0,0,0,0,0,0,-.305814,0,0,,Class 11,1,14,,,35,1,0,0,1,1,1,0,1500,7.3138866,,30,3,1,1,0,,,,,,,,,11,
380,High Stakes Performance Pay,0,1,29,1,3,0,3,9,-.44783056,,0,1,1,-.44783056,0,0,0,1,0,0,0,0,0,0,-.44783056,0,0,0,30,Class 12,3,9,1,11,25,1,0,0,1,1,0,0,3500,8.1608038,3,30,2,1,1,1,87,-1.1342438,4000,8.2943001,12,0,0,12,12,
381,High Fixed Pay,0,1,21,2,,1,0,14,-2.0336821,,0,1,1,-2.0336821,1,0,0,0,0,0,0,-2.0336821,0,0,0,0,0,0,22,Class 9,0,14,2,15,20,1,0,1,0,0,0,1,0,0,3,30,0,0,1,1,82,.90132672,0,0,6,0,0,20,9,
382,Low Fixed Pay,1,1,21,2,,0,3,6,-1.5839629,,0,1,1,-1.5839629,0,1,0,0,0,0,0,0,-1.5839629,0,0,0,0,0,,Class 12,3,6,,,20,1,0,0,0,0,0,1,0,0,,30,1,0,1,0,,,,,,,,,12,
383,Low Fixed Pay,0,1,21,1,2,0,2,16,1.256368,,0,1,1,1.256368,0,1,0,0,0,0,0,0,1.256368,0,0,0,0,0,21,Class 12,2,16,1,9,20,1,0,0,0,1,0,1,700,6.5525079,,30,4,0,1,1,82,-1.2999299,3000,8.0067005,10,0,0,21,12,
384,High Fixed Pay,0,1,24,2,,0,1,11,-1.418277,,0,1,1,-1.418277,1,0,0,0,0,0,0,-1.418277,0,0,0,0,0,0,25,Graduate and above,1,11,1,19,20,1,0,0,0,0,0,1,0,0,,30,1,0,1,1,82,1.3983847,1000,6.9087548,8,0,0,20,13,
385,Pure Effort Task 1,0,1,22,1,2,0,1,14,,-1.1899915,,1,1,,0,0,0,0,0,1,0,,,,,,,,30,Class 10,1,14,1,16,20,1,0,1,0,1,0,1,2000,7.6014023,,30,,1,1,1,84,-1.3946075,2000,7.6014023,13,0,1,16,10,
386,Pure Effort Task 2,0,1,24,1,2,1,2,14,,-1.6775703,,1,1,,0,0,0,0,0,0,1,,,,,,,,26,Class 10,2,14,1,12,20,1,0,1,0,1,0,1,1500,7.3138866,,30,,1,1,1,87,-1.2289215,800,6.6858611,10,1,0,28,10,
387,High Fixed Pay,0,1,27,1,2,0,1,12,.33326051,,0,1,1,.33326051,1,0,0,0,0,0,0,.33326051,0,0,0,0,0,0,20,Class 4,1,12,0,15,25,1,1,0,0,1,0,0,1300,7.1708884,2,30,3,1,1,1,87,-1.6549712,0,0,12,0,0,99,4,
388,High Fixed Pay,0,1,20,1,1,1,2,14,.71197128,,0,1,1,.71197128,1,0,0,0,0,0,0,.71197128,0,0,0,0,0,0,22,Class 9,2,14,2,10,20,1,0,1,0,1,0,1,1200,7.09091,,30,3,1,1,1,82,.92499614,1200,7.09091,8,0,0,2,9,
389,Very Low Fixed Pay,0,1,18,1,2,0,0,8,-1.2999299,,0,1,1,-1.2999299,0,0,1,0,0,0,0,0,0,-1.2999299,0,0,0,0,25,Class 5,0,8,2,15,15,1,1,0,0,1,0,1,1500,7.3138866,4,30,1,1,1,1,87,.35692993,2000,7.6014023,10,1,0,2,5,
390,High Fixed Pay,1,1,37,1,1,1,1,9,-1.1815827,,0,1,0,-1.1815827,1,0,0,0,0,0,0,-1.1815827,0,0,0,0,0,0,,Never attended school,1,9,,,35,0,0,0,1,1,1,0,1200,7.09091,,43,1,0,0,0,,,,,,,,,0,
391,High Stakes Performance Pay,0,1,48,1,2,0,3,15,.75931019,,1,1,0,.75931019,0,0,0,1,0,0,0,0,0,0,.75931019,0,0,0,32,Graduate and above,3,15,3,12,45,1,0,0,1,1,1,0,5000,8.5173931,4,43,4,0,0,1,90,-.44783056,1500,7.3138866,10,0,0,12,13,
392,Low Fixed Pay,0,1,24,1,1,1,3,12,.42793819,,0,1,0,.42793819,0,1,0,0,0,0,0,0,.42793819,0,0,0,0,0,23,Class 7,3,12,1,15,20,1,0,1,0,1,0,1,1920,7.5606012,3,43,3,0,0,1,91,1.2326987,0,0,10,1,0,99,7,
393,Low Stakes Performance Pay,0,1,32,1,1,0,2,16,-1.1342438,,1,1,0,-1.1342438,0,0,0,0,1,0,0,0,0,0,0,-1.1342438,0,0,20,Class 12,2,16,2,15,30,1,0,0,0,1,0,0,1700,7.4389715,3,43,1,0,0,1,90,.12023567,0,0,8,1,0,99,12,
394,High Fixed Pay,1,1,22,2,,1,2,17,.83031845,,0,0,1,.83031845,1,0,0,0,0,0,0,.83031845,0,0,0,0,0,0,,Class 10,2,17,,,20,1,0,1,0,0,0,1,0,0,,43,4,0,0,0,,,,,,,,,10,
396,Low Fixed Pay,0,1,22,2,,1,2,15,.49894649,,1,1,0,.49894649,0,1,0,0,0,0,0,0,.49894649,0,0,0,0,0,24,Class 12,2,15,1,11,20,1,0,0,0,0,0,1,0,0,,43,4,0,0,1,90,-.092789158,0,0,4,0,0,99,12,
397,Low Fixed Pay,1,1,19,2,,1,2,13,.47527704,,0,1,0,.47527704,0,1,0,0,0,0,0,0,.47527704,0,0,0,0,0,,Class 2,2,13,,,15,0,1,0,0,0,0,1,0,0,,43,3,0,0,0,,,,,,,,,2,
398,Pure Effort Task 2,0,1,24,2,,1,3,14,,-1.4337809,,1,0,,0,0,0,0,0,0,1,,,,,,,,23,Class 10,3,14,3,12,20,1,0,1,0,0,0,1,0,0,,43,,0,0,1,90,-.28214458,0,0,10,0,0,99,10,
399,High Fixed Pay,0,1,21,1,1,1,3,19,1.4693929,,1,1,0,1.4693929,1,0,0,0,0,0,0,1.4693929,0,0,0,0,0,0,28,Class 9,3,19,1,8,20,1,0,1,0,1,0,1,250,5.5254531,4,43,4,0,0,1,90,-2.0336821,1000,6.9087548,8,0,0,8,9,
400,Pure Effort Task 1,0,1,22,1,1,1,2,15,,-1.2712545,,1,0,,0,0,0,0,0,1,0,,,,,,,,18,Class 8,2,15,1,9,20,1,0,1,0,1,0,1,1400,7.2449417,,43,,0,0,1,90,-2.0336821,1600,7.3783836,5,0,1,1,8,
401,Low Stakes Performance Pay,0,1,24,1,4,1,2,10,-.23480572,,1,1,0,-.23480572,0,0,0,0,1,0,0,0,0,0,0,-.23480572,0,0,21,Class 8,2,10,2,14,20,1,0,1,0,1,0,1,700,6.5525079,,43,3,0,0,1,90,-1.4419464,1400,7.2449417,8,0,0,,8,
402,High Fixed Pay,0,1,32,1,1,0,2,9,-2.0336821,,0,1,0,-2.0336821,1,0,0,0,0,0,0,-2.0336821,0,0,0,0,0,0,21,Class 5,2,9,1,14,30,1,1,0,1,1,1,0,3000,8.0067005,3,43,0,0,0,1,91,-.16379744,0,0,11,0,0,11,5,
403,Very Low Fixed Pay,0,1,20,2,,0,3,18,-.14012802,,1,1,0,-.14012802,0,0,1,0,0,0,0,0,0,-.14012802,0,0,0,0,22,Class 10,3,18,2,15,20,1,0,1,0,0,0,1,0,0,3,43,3,0,0,1,90,-.42416111,2500,7.8244457,8,1,0,13,10,
404,Pure Effort Task 2,0,1,21,2,,0,2,7,,-1.5963073,,1,0,,0,0,0,0,0,0,1,,,,,,,,20,Class 10,2,7,3,12,20,1,0,1,0,0,0,1,0,0,,43,,0,0,1,91,1.3510458,0,0,11,0,0,11,10,
405,High Stakes Performance Pay,0,1,34,1,1,0,0,12,.54628533,,1,1,0,.54628533,0,0,0,1,0,0,0,0,0,0,.54628533,0,0,0,36,Class 8,0,12,2,7,30,1,0,1,1,1,0,0,4000,8.2943001,4,43,4,0,0,1,89,-1.7496489,5500,8.6126852,12,0,0,8,8,
406,Pure Effort Task 1,1,1,22,2,,1,2,9,,-1.5150441,,1,0,,0,0,0,0,0,1,0,,,,,,,,,Class 10,2,9,,,20,1,0,1,0,0,0,1,0,0,,43,,0,0,0,,,,,,,,,10,
407,Low Stakes Performance Pay,1,1,21,1,4,1,2,10,-1.3709382,,0,1,0,-1.3709382,0,0,0,0,1,0,0,0,0,0,0,-1.3709382,0,0,,Class 4,2,10,,,20,1,1,0,0,1,0,1,14000,9.5468836,,43,1,0,0,0,,,,,,,,,4,
408,High Fixed Pay,1,1,36,1,1,0,3,13,-2.0336821,,0,1,0,-2.0336821,1,0,0,0,0,0,0,-2.0336821,0,0,0,0,0,0,,Class 5,3,13,,,35,1,1,0,1,1,0,0,1800,7.4960976,,43,0,0,0,0,,,,,,,,,5,
409,High Fixed Pay,1,1,21,2,,0,2,17,.56995475,,0,1,0,.56995475,1,0,0,0,0,0,0,.56995475,0,0,0,0,0,0,,Class 12,2,17,,,20,1,0,0,0,0,0,1,0,0,,43,3,0,0,0,,,,,,,,,12,
411,High Stakes Performance Pay,1,1,21,1,1,0,3,17,1.256368,,0,1,0,1.256368,0,0,0,1,0,0,0,0,0,0,1.256368,0,0,0,,Class 12,3,17,,,20,1,0,0,0,1,0,1,1500,7.3138866,,43,4,0,0,0,,,,,,,,,12,
412,High Stakes Performance Pay,0,1,26,1,1,0,2,11,.025557967,,1,1,0,.025557967,0,0,0,1,0,0,0,0,0,0,.025557967,0,0,0,22,Class 9,2,11,3,9,25,1,0,1,0,1,0,0,4000,8.2943001,3,43,3,0,0,1,89,-2.0336821,4000,8.2943001,4,0,0,1,9,
413,Low Stakes Performance Pay,0,1,22,1,1,0,1,10,-1.1815827,,1,0,1,-1.1815827,0,0,0,0,1,0,0,0,0,0,0,-1.1815827,0,0,34,Class 8,1,10,3,12,20,1,0,1,0,1,0,1,2000,7.6014023,2,43,2,0,0,1,91,1.2326987,2500,7.8244457,10,0,0,28,8,
414,Low Fixed Pay,1,1,26,1,1,1,3,9,.7356407,,0,0,1,.7356407,0,1,0,0,0,0,0,0,.7356407,0,0,0,0,0,,Class 4,3,9,,,25,1,1,0,1,1,1,0,3000,8.0067005,,43,4,0,0,0,,,,,,,,,4,
415,High Stakes Performance Pay,1,1,18,1,1,1,3,15,1.0196738,,0,0,1,1.0196738,0,0,0,1,0,0,0,0,0,0,1.0196738,0,0,0,,Class 4,3,15,,,15,1,1,0,1,1,0,1,2500,7.8244457,,43,4,0,0,0,,,,,,,,,4,
418,Pure Effort Task 2,1,1,25,1,4,0,1,10,,-1.1899915,,1,1,,0,0,0,0,0,0,1,,,,,,,,,Class 4,1,10,,,25,1,1,0,0,1,0,0,1500,7.3138866,,43,,0,0,0,,,,,,,,,4,
419,Low Stakes Performance Pay,1,1,21,2,,0,2,19,1.138021,,0,0,1,1.138021,0,0,0,0,1,0,0,0,0,0,0,1.138021,0,0,,Graduate and above,2,19,,,20,1,0,0,0,0,0,1,0,0,,43,4,0,0,0,,,,,,,,,13,
420,High Fixed Pay,1,1,21,1,2,0,3,16,1.6587483,,0,0,1,1.6587483,1,0,0,0,0,0,0,1.6587483,0,0,0,0,0,0,,Class 10,3,16,,,20,1,0,1,0,1,0,1,1200,7.09091,,43,4,0,0,0,,,,,,,,,10,
421,High Stakes Performance Pay,0,1,20,2,,1,2,15,-.37682226,,0,0,1,-.37682226,0,0,0,1,0,0,0,0,0,0,-.37682226,0,0,0,20,Class 11,2,15,3,20,20,1,0,0,0,0,0,1,0,0,4,43,2,0,0,1,89,.75931019,0,0,12,1,0,11,11,
422,High Stakes Performance Pay,0,1,22,1,1,0,3,14,-.66085535,,0,0,1,-.66085535,0,0,0,1,0,0,0,0,0,0,-.66085535,0,0,0,20,Class 12,3,14,1,14,20,1,0,0,0,1,0,1,2500,7.8244457,3,43,2,0,0,1,90,.92499614,0,0,12,0,0,99,12,
426,Very Low Fixed Pay,1,1,29,1,1,0,3,13,.04922739,,0,0,1,.04922739,0,0,1,0,0,0,0,0,0,.04922739,0,0,0,0,,Class 12,3,13,,,25,1,0,0,1,1,1,0,3000,8.0067005,,43,4,0,0,0,,,,,,,,,12,
427,Pure Effort Task 1,1,1,45,1,1,1,2,6,,.028955951,,1,1,,0,0,0,0,0,1,0,,,,,,,,,Class 8,2,6,,,45,1,0,1,1,1,1,0,2100,7.6501689,,43,,0,0,0,,,,,,,,,8,
429,High Stakes Performance Pay,1,1,35,1,1,1,1,8,-.21113628,,0,0,1,-.21113628,0,0,0,1,0,0,0,0,0,0,-.21113628,0,0,0,,Class 9,1,8,,,35,1,0,1,1,1,1,0,2500,7.8244457,,43,4,0,0,0,,,,,,,,,9,
430,Pure Effort Task 2,1,1,32,1,1,0,3,13,,-.45862299,,1,1,,0,0,0,0,0,0,1,,,,,,,,,Class 12,3,13,,,30,1,0,0,1,1,1,0,9000,9.1050911,,43,,0,0,0,,,,,,,,,12,
431,Low Fixed Pay,1,1,41,1,1,1,0,6,-.25847512,,0,0,1,-.25847512,0,1,0,0,0,0,0,0,-.25847512,0,0,0,0,0,,Class 8,0,6,,,40,1,0,1,1,1,1,0,2000,7.6014023,,43,4,0,0,0,,,,,,,,,8,
434,High Fixed Pay,1,1,26,1,1,0,3,12,.12023567,,0,0,1,.12023567,1,0,0,0,0,0,0,.12023567,0,0,0,0,0,0,,Class 12,3,12,,,25,1,0,0,1,1,1,0,3000,8.0067005,,43,4,0,0,0,,,,,,,,,12,
435,Low Stakes Performance Pay,1,1,25,2,,0,2,14,1.3037069,,0,1,0,1.3037069,0,0,0,0,1,0,0,0,0,0,0,1.3037069,0,0,,Graduate and above,2,14,,,25,1,0,0,0,0,0,0,0,0,,42,4,0,0,0,,,,,,,,,13,
436,Pure Effort Task 1,1,1,29,1,4,0,3,9,,.27274543,,1,0,,0,0,0,0,0,1,0,,,,,,,,,Class 10,3,9,,,25,1,0,1,0,1,0,0,1500,7.3138866,,42,,0,0,0,,,,,,,,,10,
437,High Fixed Pay,0,1,19,2,,0,3,13,1.2090292,,0,1,0,1.2090292,1,0,0,0,0,0,0,1.2090292,0,0,0,0,0,0,19,Class 12,3,13,2,15,15,1,0,0,0,0,0,1,0,0,4,42,4,0,0,1,88,1.1616904,0,0,12,0,0,11,12,
439,Low Fixed Pay,1,1,31,1,1,0,2,9,-.045450311,,0,1,0,-.045450311,0,1,0,0,0,0,0,0,-.045450311,0,0,0,0,0,,Class 12,2,9,,,30,1,0,0,0,1,0,0,4000,8.2943001,,42,3,0,0,0,,,,,,,,,12,
442,Pure Effort Task 2,1,1,,1,1,0,2,10,,-1.1899915,,1,0,,0,0,0,0,0,0,1,,,,,,,,,Class 6,2,10,,,,1,0,1,1,1,1,,3000,8.0067005,,42,,0,0,0,,,,,,,,,6,
444,High Stakes Performance Pay,1,1,41,1,1,0,3,10,.78297961,,0,1,0,.78297961,0,0,0,1,0,0,0,0,0,0,.78297961,0,0,0,,Class 6,3,10,,,40,1,0,1,1,1,0,0,2500,7.8244457,,42,4,0,0,0,,,,,,,,,6,
445,High Fixed Pay,1,1,21,1,2,0,3,17,.85398787,,0,1,0,.85398787,1,0,0,0,0,0,0,.85398787,0,0,0,0,0,0,,Class 8,3,17,,,20,1,0,1,0,1,0,1,3000,8.0067005,,42,4,0,0,0,,,,,,,,,8,
446,Low Stakes Performance Pay,1,1,24,1,1,1,2,12,.072896816,,0,1,0,.072896816,0,0,0,0,1,0,0,0,0,0,0,.072896816,0,0,,Class 10,2,12,,,20,1,0,1,0,1,1,1,1500,7.3138866,,42,4,0,0,0,,,,,,,,,10,
449,Low Fixed Pay,0,1,42,1,1,0,3,10,-.54250824,,0,1,0,-.54250824,0,1,0,0,0,0,0,0,-.54250824,0,0,0,0,0,35,Class 6,3,10,0,11,40,1,0,1,1,1,1,0,1200,7.09091,3,42,3,0,0,1,88,-1.1342438,1600,7.3783836,8,0,1,2,6,
450,Pure Effort Task 2,1,1,30,1,1,0,3,14,,-.13357036,,1,0,,0,0,0,0,0,0,1,,,,,,,,,Class 8,3,14,,,30,1,0,1,1,1,1,0,1200,7.09091,,42,,0,0,0,,,,,,,,,8,
451,Pure Effort Task 2,0,1,35,1,2,0,0,13,,1.2479033,,1,0,,0,0,0,0,0,0,1,,,,,,,,45,Class 11,0,13,2,12,35,1,0,0,1,1,0,0,3000,8.0067005,,42,,0,0,1,88,.04922739,2000,7.6014023,12,0,1,29,11,
452,Pure Effort Task 2,1,1,23,1,3,0,2,12,,.27274543,,1,0,,0,0,0,0,0,0,1,,,,,,,,,Class 6,2,12,,,20,1,0,1,0,1,0,1,4000,8.2943001,,42,,0,0,0,,,,,,,,,6,
453,Low Stakes Performance Pay,0,1,18,2,,0,1,15,.78297961,,0,1,0,.78297961,0,0,0,0,1,0,0,0,0,0,0,.78297961,0,0,20,Class 11,1,15,2,21,15,1,0,0,0,0,0,1,0,0,4,42,4,0,0,1,88,.14390509,0,0,12,0,0,11,11,
454,High Stakes Performance Pay,1,1,25,1,1,0,2,13,.21491337,,0,1,0,.21491337,0,0,0,1,0,0,0,0,0,0,.21491337,0,0,0,,Class 10,2,13,,,25,1,0,1,0,1,0,0,4500,8.412055,,42,4,0,0,0,,,,,,,,,10,
455,Low Fixed Pay,1,1,30,1,1,0,2,14,.49894649,,0,1,0,.49894649,0,1,0,0,0,0,0,0,.49894649,0,0,0,0,0,,Class 6,2,14,,,30,1,0,1,1,1,0,0,4500,8.412055,,42,4,0,0,0,,,,,,,,,6,
460,High Stakes Performance Pay,1,1,35,1,1,0,3,14,-.73186368,,0,1,0,-.73186368,0,0,0,1,0,0,0,0,0,0,-.73186368,0,0,0,,Class 12,3,14,,,35,1,0,0,1,1,1,0,3000,8.0067005,,42,3,0,0,0,,,,,,,,,12,
461,Pure Effort Task 2,1,1,53,1,1,0,3,15,,-1.2712545,,1,0,,0,0,0,0,0,0,1,,,,,,,,,Class 5,3,15,,,50,1,1,0,1,1,0,0,3000,8.0067005,,42,,0,0,0,,,,,,,,,5,
462,Pure Effort Task 2,1,1,20,2,,0,3,13,,-.94620198,,1,0,,0,0,0,0,0,0,1,,,,,,,,,Class 11,3,13,,,20,1,0,0,0,0,0,1,0,0,,42,,0,0,0,,,,,,,,,11,
